building,day,teacher,school,room,semester,faculty,course_type,course_name,course_number,hours
א',None,1411-7321-01,    ,1200 - 1000,סדנה: בין אונטולוגיה למתודולוגיה במדעי הרוח ובמשפטים,שיעור,ה',,משפטים ,פרופ הקר דרור דפנה
א',None,1411-7322-01,    ,None,"חבר/ת מערכת כתב העת ""דיני ישראל""",עבודה מע,None,,משפטים ,  
ב',None,1411-7322-01,    ,None,"חבר/ת מערכת כתב העת ""דיני ישראל""",עבודה מע,None,,משפטים ,  
א',None,1411-7323-50,    ,None,"The City, Land Development, and Other Urban Issues in Americ",שיעור,None,,משפטים ,פרופ שוקד נדב
א',טרובוביץ משפ,1411-7332-01,303 ,1800 - 1600,המדינה והשוק,שיעור,ד',,משפטים ,פרופ פישר טליה
א',None,1411-7333-01,    ,None,עבודת מחקר באנגלית,פרוייקט,None,,משפטים ,  
ב',None,1411-7333-01,    ,None,עבודת מחקר באנגלית,פרוייקט,None,,משפטים ,  
א',טרובוביץ משפ,1411-9101-01,204 ,1200 - 1000,דיני חוזים,שיעור,א',,משפטים ,פרופ דגן חנוך
א',טרובוביץ משפ,1411-9101-01,204 ,1200 - 1000,דיני חוזים,שיעור,ד',,משפטים ,פרופ דגן חנוך
א',טרובוביץ משפ,1411-9101-02,203 ,1200 - 1000,דיני חוזים,שיעור,א',,משפטים ,פרופ מאוטנר מנחם
א',טרובוביץ משפ,1411-9101-02,203 ,1200 - 1000,דיני חוזים,שיעור,ד',,משפטים ,פרופ מאוטנר מנחם
א',טרובוביץ משפ,1411-9101-03,206 ,1200 - 1000,דיני חוזים,שיעור,א',,משפטים ,פרופ קרייטנר רועי
א',טרובוביץ משפ,1411-9101-03,206 ,1200 - 1000,דיני חוזים,שיעור,ד',,משפטים ,פרופ קרייטנר רועי
א',טרובוביץ משפ,1411-9101-10,035 ,1400 - 1200,דיני חוזים,שיעור,א',,משפטים ,פרופ דויטש מיגל
א',טרובוביץ משפ,1411-9101-10,035 ,1400 - 1200,דיני חוזים,שיעור,ד',,משפטים ,פרופ דויטש מיגל
א',טרובוביץ משפ,1411-9102-01,105 ,1200 - 1000,משפט חוקתי,שיעור,ב',,משפטים ,פרופ גרוס אייל
א',טרובוביץ משפ,1411-9102-01,105 ,1200 - 1000,משפט חוקתי,שיעור,ה',,משפטים ,פרופ גרוס אייל
א',טרובוביץ משפ,1411-9102-10,035 ,1000 - 0800,משפט חוקתי,שיעור,א',,משפטים ,"ד""ר גונטובניק גרשון"
א',טרובוביץ משפ,1411-9102-10,035 ,1200 - 1000,משפט חוקתי,שיעור,א',,משפטים ,"ד""ר גונטובניק גרשון"
א',טרובוביץ משפ,1411-9102-10,035 ,1000 - 0800,משפט חוקתי,שיעור,ד',,משפטים ,"ד""ר גונטובניק גרשון"
א',טרובוביץ משפ,1411-9103-01,105 ,1400 - 1200,משפט ישראלי,שיעור,א',,משפטים ,פרופ חריס רון
א',טרובוביץ משפ,1411-9103-01,105 ,1400 - 1200,משפט ישראלי,שיעור,ד',,משפטים ,פרופ חריס רון
א',טרובוביץ משפ,1411-9103-10,035 ,1400 - 1200,משפט ישראלי,שיעור,ב',,משפטים ,פרופ שחר יורם
א',טרובוביץ משפ,1411-9103-10,035 ,1400 - 1200,משפט ישראלי,שיעור,ה',,משפטים ,פרופ שחר יורם
א',טרובוביץ משפ,1411-9104-01,105 ,1400 - 1200,דיני נזיקין,שיעור,ב',,משפטים ,"ד""ר שור דוד"
א',טרובוביץ משפ,1411-9104-01,105 ,1400 - 1200,דיני נזיקין,שיעור,ה',,משפטים ,"ד""ר שור דוד"
א',טרובוביץ משפ,1411-9104-10,203 ,1200 - 1000,דיני נזיקין,שיעור,ב',,משפטים ,פרופ אברהם רונן
א',טרובוביץ משפ,1411-9104-10,203 ,1200 - 1000,דיני נזיקין,שיעור,ה',,משפטים ,פרופ אברהם רונן
א',טרובוביץ משפ,1411-9104-11,204 ,1200 - 1000,דיני נזיקין,שיעור,ב',,משפטים ,"ד""ר שור דוד"
א',טרובוביץ משפ,1411-9104-11,204 ,1200 - 1000,דיני נזיקין,שיעור,ה',,משפטים ,"ד""ר שור דוד"
א',טרובוביץ משפ,1411-9104-12,206 ,1200 - 1000,דיני נזיקין,שיעור,ב',,משפטים ,פרופ הראל אלון
א',טרובוביץ משפ,1411-9104-12,206 ,1200 - 1000,דיני נזיקין,שיעור,ה',,משפטים ,פרופ הראל אלון
א',טרובוביץ משפ,1411-9105-01,105 ,1000 - 0800,"פוליטיקה, כלכלה, חברה",שיעור,ד',,משפטים ,פרופ ברונר זהבי זוזה
א',טרובוביץ משפ,1411-9105-10,035 ,1200 - 1000,"פוליטיקה, כלכלה, חברה",שיעור,ד',,משפטים ,פרופ בנבג'י יצחק
א',טרובוביץ משפ,1411-9106-01,202 ,1000 - 0800,מיומנויות כתיבה,שיעור,ב',,משפטים ,גב' בלאו עינבל
א',טרובוביץ משפ,1411-9106-02,202 ,1000 - 0800,מיומנויות כתיבה,שיעור,ב',,משפטים ,גב' בלאו עינבל
א',טרובוביץ משפ,1411-9106-03,207 ,1000 - 0800,מיומנויות כתיבה,שיעור,ב',,משפטים ,גב' דיסקין טליה
א',טרובוביץ משפ,1411-9106-04,207 ,1000 - 0800,מיומנויות כתיבה,שיעור,ב',,משפטים ,גב' דיסקין טליה
א',טרובוביץ משפ,1411-9106-05,103 ,1000 - 0800,מיומנויות כתיבה,שיעור,ב',,משפטים ,מר קידר שי
א',טרובוביץ משפ,1411-9106-06,103 ,1000 - 0800,מיומנויות כתיבה,שיעור,ב',,משפטים ,מר קידר שי
א',טרובוביץ משפ,1411-9106-10,205 ,1000 - 0800,מיומנויות כתיבה,שיעור,ב',,משפטים ,מר לרגמן דן
א',טרובוביץ משפ,1411-9106-11,205 ,1000 - 0800,מיומנויות כתיבה,שיעור,ב',,משפטים ,מר לרגמן דן
א',טרובוביץ משפ,1411-9106-12,303 ,1000 - 0800,מיומנויות כתיבה,שיעור,ב',,משפטים ,גב' זר מיקי
א',טרובוביץ משפ,1411-9106-13,303 ,1000 - 0800,מיומנויות כתיבה,שיעור,ב',,משפטים ,גב' זר מיקי
א',טרובוביץ משפ,1411-9106-14,206 ,1000 - 0800,מיומנויות כתיבה,שיעור,ב',,משפטים ,גב' מארק מאיה
א',טרובוביץ משפ,1411-9106-15,206 ,1000 - 0800,מיומנויות כתיבה,שיעור,ב',,משפטים ,גב' מארק מאיה
ב',טרובוביץ משפ,1411-9107-01,105 ,1200 - 1000,חקיקה ורגולציה,שיעור,א',,משפטים ,פרופ זיו נטע
ב',טרובוביץ משפ,1411-9107-01,105 ,1200 - 1000,חקיקה ורגולציה,שיעור,ד',,משפטים ,פרופ זיו נטע
ב',טרובוביץ משפ,1411-9107-10,035 ,1000 - 0800,חקיקה ורגולציה,שיעור,ב',,משפטים ,"ד""ר לוסטיג דורין"
ב',טרובוביץ משפ,1411-9107-10,035 ,1200 - 1000,חקיקה ורגולציה,שיעור,ה',,משפטים ,"ד""ר לוסטיג דורין"
ב',טרובוביץ משפ,1411-9108-01,105 ,1400 - 1200,מבוא למשפט עברי ומבוא למשפט אסלאמי,שיעור,ב',,משפטים ,"ד""ר קופר לוי"
ב',טרובוביץ משפ,1411-9108-01,105 ,1400 - 1200,מבוא למשפט עברי ומבוא למשפט אסלאמי,שיעור,ה',,משפטים ,"ד""ר קופר לוי"
ב',טרובוביץ משפ,1411-9108-10,035 ,1200 - 1000,מבוא למשפט עברי ומבוא למשפט אסלאמי,שיעור,ב',,משפטים ,"ד""ר ווזנר שי עקביא"
ב',טרובוביץ משפ,1411-9108-10,035 ,1000 - 0800,מבוא למשפט עברי ומבוא למשפט אסלאמי,שיעור,ה',,משפטים ,"ד""ר ווזנר שי עקביא"
ב',טרובוביץ משפ,1411-9109-01,105 ,1000 - 0800,דיני עונשין,שיעור,א',,משפטים ,"ד""ר אוחנה דניאל"
ב',טרובוביץ משפ,1411-9109-01,105 ,1000 - 0800,דיני עונשין,שיעור,ד',,משפטים ,"ד""ר אוחנה דניאל"
ב',טרובוביץ משפ,1411-9109-10,035 ,1400 - 1200,דיני עונשין,שיעור,ב',,משפטים ,"ד""ר פונדיק עמית"
ב',טרובוביץ משפ,1411-9109-10,035 ,1400 - 1200,דיני עונשין,שיעור,ה',,משפטים ,"ד""ר פונדיק עמית"
ב',טרובוביץ משפ,1411-9110-01,105 ,1400 - 1200,פרוצדורה,שיעור,א',,משפטים ,פרופ פישר טליה
ב',טרובוביץ משפ,1411-9110-01,105 ,1400 - 1200,פרוצדורה,שיעור,ד',,משפטים ,פרופ פישר טליה
ב',טרובוביץ משפ,1411-9110-10,035 ,1200 - 1000,פרוצדורה,שיעור,א',,משפטים ,פרופ רוזן צבי יששכר
ב',טרובוביץ משפ,1411-9110-10,035 ,1200 - 1000,פרוצדורה,שיעור,ד',,משפטים ,פרופ רוזן צבי יששכר
ב',טרובוביץ משפ,1411-9111-01,105 ,1000 - 0800,תיאוריה משפטית,שיעור,ב',,משפטים ,פרופ לביא שי
ב',טרובוביץ משפ,1411-9111-01,105 ,1200 - 1000,תיאוריה משפטית,שיעור,ה',,משפטים ,פרופ לביא שי
ב',טרובוביץ משפ,1411-9111-10,035 ,1400 - 1200,תיאוריה משפטית,שיעור,א',,משפטים ,פרופ דגן חנוך
ב',טרובוביץ משפ,1411-9111-10,035 ,1400 - 1200,תיאוריה משפטית,שיעור,ד',,משפטים ,פרופ דגן חנוך
ב',טרובוביץ משפ,1411-9201-01,203 ,1000 - 0800,חוזים - סוגיות מתקדמות,שיעור,ב',,משפטים ,פרופ קרייטנר רועי
ב',טרובוביץ משפ,1411-9201-01,203 ,1000 - 0800,חוזים - סוגיות מתקדמות,שיעור,ה',,משפטים ,פרופ קרייטנר רועי
ב',טרובוביץ משפ,1411-9202-01,209 ,1400 - 1200,חוקתי - סוגיות מתקדמות,שיעור,ב',,משפטים ,פרופ בלנק ישי
ב',טרובוביץ משפ,1411-9202-01,209 ,1200 - 1000,חוקתי - סוגיות מתקדמות,שיעור,ה',,משפטים ,פרופ בלנק ישי
ב',טרובוביץ משפ,1411-9202-10,203 ,1400 - 1200,חוקתי - סוגיות מתקדמות,שיעור,א',,משפטים ,פרופ בנבג'י יצחק
ב',טרובוביץ משפ,1411-9202-10,203 ,1400 - 1200,חוקתי - סוגיות מתקדמות,שיעור,ד',,משפטים ,פרופ בנבג'י יצחק
ב',טרובוביץ משפ,1411-9203-01,203 ,1200 - 1000,נזיקין - סוגיות מתקדמות,שיעור,ב',,משפטים ,מר יחזקאל פלד עומר
ב',טרובוביץ משפ,1411-9203-01,203 ,1200 - 1000,נזיקין - סוגיות מתקדמות,שיעור,ה',,משפטים ,מר יחזקאל פלד עומר
ב',טרובוביץ משפ,1411-9204-01,203 ,1800 - 1600,עונשין - סוגיות מתקדמות,שיעור,ה',,משפטים ,פרופ לביא שי
א',טרובוביץ משפ,1411-9220-01,209 ,1000 - 0800,דיני משפחות,שיעור,ב',,משפטים ,פרופ הקר דרור דפנה
א',טרובוביץ משפ,1411-9220-01,209 ,1000 - 0800,דיני משפחות,שיעור,ה',,משפטים ,פרופ הקר דרור דפנה
ב',טרובוביץ משפ,1411-9220-10,301 ,1400 - 1200,דיני משפחות,שיעור,ב',,משפטים ,מר מנדלסון יוסף
ב',טרובוביץ משפ,1411-9220-10,301 ,1400 - 1200,דיני משפחות,שיעור,ה',,משפטים ,מר מנדלסון יוסף
א',טרובוביץ משפ,1411-9221-01,301 ,1400 - 1200,דיני קניין,שיעור,ב',,משפטים ,פרופ דויטש מיגל
א',טרובוביץ משפ,1411-9221-01,301 ,1400 - 1200,דיני קניין,שיעור,ה',,משפטים ,פרופ דויטש מיגל
ב',טרובוביץ משפ,1411-9221-10,301 ,1200 - 1000,דיני קניין,שיעור,א',,משפטים ,פרופ דגן חנוך
ב',טרובוביץ משפ,1411-9221-10,301 ,1200 - 1000,דיני קניין,שיעור,ד',,משפטים ,פרופ דגן חנוך
א',טרובוביץ משפ,1411-9222-01,035 ,1200 - 1000,דיני תאגידים,שיעור,ב',,משפטים ,פרופ פרוקצ'יה אוריאל
א',טרובוביץ משפ,1411-9222-01,035 ,1200 - 1000,דיני תאגידים,שיעור,ה',,משפטים ,פרופ פרוקצ'יה אוריאל
א',טרובוביץ משפ,1411-9222-10,301 ,1200 - 1000,דיני תאגידים,שיעור,א',,משפטים ,פרופ קמר אהוד
א',טרובוביץ משפ,1411-9222-10,301 ,1200 - 1000,דיני תאגידים,שיעור,ד',,משפטים ,פרופ קמר אהוד
א',טרובוביץ משפ,1411-9223-01,100 ,1400 - 1200,משפט בינלאומי פומבי,שיעור,ב',,משפטים ,"ד""ר ליבליך אליאב"
א',טרובוביץ משפ,1411-9223-01,100 ,1400 - 1200,משפט בינלאומי פומבי,שיעור,ה',,משפטים ,"ד""ר ליבליך אליאב"
ב',טרובוביץ משפ,1411-9223-10,308 ,1000 - 0800,משפט בינלאומי פומבי,שיעור,ב',,משפטים ,"ד""ר ליבליך אליאב"
ב',טרובוביץ משפ,1411-9223-10,308 ,1000 - 0800,משפט בינלאומי פומבי,שיעור,ה',,משפטים ,"ד""ר ליבליך אליאב"
א',טרובוביץ משפ,1411-9224-01,100 ,1200 - 1000,משפט מנהלי,שיעור,א',,משפטים ,פרופ בלנק ישי
א',טרובוביץ משפ,1411-9224-01,100 ,1200 - 1000,משפט מנהלי,שיעור,ד',,משפטים ,פרופ בלנק ישי
א',טרובוביץ משפ,1411-9224-10,301 ,1000 - 0800,משפט מנהלי,שיעור,ב',,משפטים ,פרופ קנאור איריס
א',טרובוביץ משפ,1411-9224-10,301 ,1000 - 0800,משפט מנהלי,שיעור,ה',,משפטים ,פרופ קנאור איריס
ב',טרובוביץ משפ,1411-9225-01,308 ,1400 - 1200,דיני עבודה,שיעור,א',,משפטים ,"ד""ר שמיר הילה"
ב',טרובוביץ משפ,1411-9225-01,308 ,1400 - 1200,דיני עבודה,שיעור,ד',,משפטים ,"ד""ר שמיר הילה"
א',טרובוביץ משפ,1411-9226-01,308 ,1400 - 1200,דיני רווחה,שיעור,א',,משפטים ,"ד""ר שמיר הילה"
א',טרובוביץ משפ,1411-9226-01,308 ,1400 - 1200,דיני רווחה,שיעור,ד',,משפטים ,"ד""ר שמיר הילה"
א',טרובוביץ משפ,1411-9240-01,100 ,1600 - 1400,משפט וכלכלה,שיעור,א',,משפטים ,פרופ אברהם רונן
א',טרובוביץ משפ,1411-9240-10,100 ,1600 - 1400,משפט וכלכלה,שיעור,ה',,משפטים ,פרופ טבח אברהם
א',טרובוביץ משפ,1411-9241-01,301 ,1400 - 1200,משפט ופילוסופיה,שיעור,ד',,משפטים ,פרופ בנבג'י יצחק
ב',טרובוביץ משפ,1411-9242-01,308 ,1200 - 1000,"משפט, חברה ותרבות",שיעור,ד',,משפטים ,פרופ מאוטנר מנחם
ב',טרובוביץ משפ,1411-9243-01,100 ,1400 - 1200,תיאוריות ביקורתיות של המשפט,שיעור,ה',,משפטים ,פרופ בלנק ישי
ב',טרובוביץ משפ,1411-9244-01,301 ,1000 - 0800,פמיניזם ומשפט,שיעור,ד',,משפטים ,"ד""ר שמיר הילה"
ב',טרובוביץ משפ,1411-9245-01,209 ,1000 - 0800,Law and History,שיעור,ב',,משפטים ,"ד""ר שלאימה לינא"
ב',טרובוביץ משפ,1411-9246-01,100 ,1000 - 0800,פסיכולוגיה וקבלת החלטות במשפט,שיעור,ד',,משפטים ,"ד""ר גלברד מנחם"
א',None,1411-9999-01,    ,None,עבודת גמר,עבודת גמ,None,,משפטים ,  
ב',None,1411-9999-02,    ,None,עבודת גמר,עבודת גמ,None,,משפטים ,  
teacher,course_name,semester,faculty,building,course_number,room,hours,school,day,course_type
מר חוצב ליאור,הנהלת חשבונות,א',ניהול,כיתות דן דוד,1211-1001-01,002 ,2100 - 1700,חשבונאות ,ג',בחינה
מר שרוני איתי,הנהלת חשבונות,א',ניהול,כיתות דן דוד,1211-1001-01,002 ,2015 - 1715,חשבונאות ,ה',בחינה
מר עדיני אלעד גילעד,יסודות החשבונאות,א',ניהול,רקנאטי,1211-1103-01,252 ,1300 - 0800,חשבונאות ,ג',שיעור
פרופ אינהורן אסתר,יסודות החשבונאות,ב',ניהול,רקנאטי,1211-1103-02,407 ,1700 - 1200,חשבונאות ,ג',שיעור
פרופ אינהורן אסתר,יסודות החשבונאות,ב',ניהול,רקנאטי,1211-1103-03,406 ,1600 - 1100,חשבונאות ,ה',שיעור
גב' גילת נטע,יסודות החשבונאות,א',ניהול,רקנאטי,1211-1103-10,252 ,1000 - 0800,חשבונאות ,ה',תרגיל
מר כהן עודד,יסודות החשבונאות,ב',ניהול,רקנאטי,1211-1103-20,404 ,1900 - 1700,חשבונאות ,ב',תרגיל
גב' גילת נטע,יסודות החשבונאות,ב',ניהול,רקנאטי,1211-1103-30,406 ,1800 - 1600,חשבונאות ,ד',תרגיל
מר גולדברג דוד,חשבונאות ניהולית,א',ניהול,רקנאטי,1211-1104-01,301 ,2030 - 1800,חשבונאות ,ב',שיעור
גב' ענווה אורלי,חשבונאות ניהולית,ב',ניהול,רקנאטי,1211-1104-02,405 ,1200 - 0900,חשבונאות ,א',שיעור
מר קופמן ניר,חשבונאות ניהולית,ב',ניהול,רקנאטי,1211-1104-03,406 ,1700 - 1400,חשבונאות ,ב',שיעור
מר רצקין אור פסח,חשבונאות ניהולית,א',ניהול,גילמן,1211-1104-10,280 ,1930 - 1800,חשבונאות ,ג',תרגיל
גב' בכר טל,חשבונאות ניהולית,ב',ניהול,רקנאטי,1211-1104-20,406 ,1000 - 0800,חשבונאות ,ב',תרגיל
מר רצקין אור פסח,חשבונאות ניהולית,ב',ניהול,רקנאטי,1211-1104-30,406 ,1000 - 0800,חשבונאות ,ד',תרגיל
"ד""ר לוי שירלי",יסודות המשפט העסקי,א',ניהול,רקנאטי,1211-1106-01,406 ,1300 - 1000,חשבונאות ,ה',שיעור
מר קרייניק שמואל,יסודות המשפט העסקי,א',ניהול,רקנאטי,1211-1106-02,103 ,1400 - 1100,חשבונאות ,ד',שיעור
  ,השתתפות בשעות ניסוי במעבדה ההתנהגותית - החוג לחשבונאות,א',ניהול,None,1211-1112-01,    ,None,חשבונאות ,None,תרגיל
  ,השתתפות בשעות ניסוי במעבדה ההתנהגותית - החוג לחשבונאות,ב',ניהול,None,1211-1112-01,    ,None,חשבונאות ,None,תרגיל
מר גולדברג דוד,מודלים בחשבונאות ניהולית מתקדמת,א',ניהול,רקנאטי,1211-2205-01,104 ,1530 - 1400,חשבונאות ,ד',שיעור
מר גולדברג דוד,מודלים בחשבונאות ניהולית מתקדמת,ב',ניהול,רקנאטי,1211-2205-02,303 ,1200 - 1000,חשבונאות ,ג',שיעור
"ד""ר לוי שירלי",דיני עסקים ותאגידים,ב',ניהול,None,1211-2206-01,    ,1100 - 0800,חשבונאות ,ה',שיעור
מר ממן גיל-אברהם,דיני עסקים ותאגידים,ב',ניהול,None,1211-2206-10,    ,1200 - 1000,חשבונאות ,ד',תרגיל
מר אטיס ארנון,יסודות ביקורת חשבונות,א',ניהול,רקנאטי,1211-2211-01,406 ,1600 - 1200,חשבונאות ,ג',שיעור
גב' אונגר רגינה,יסודות ביקורת חשבונות,ב',ניהול,רקנאטי,1211-2211-02,104 ,1600 - 1200,חשבונאות ,א',שיעור
  ,הדרכה וירטואלית:שימוש במאגרי מידע בחשבונאות,א',ניהול,None,1211-2222-01,    ,None,חשבונאות ,None,הדרכה בי
מר פיטרמן אילי,מסים א',א',ניהול,רקנאטי,1211-2244-01,104 ,1800 - 1400,חשבונאות ,ג',שיעור
גב' ברק בילו ענבר,מסים א',ב',ניהול,רקנאטי,1211-2244-02,407 ,2000 - 1600,חשבונאות ,ד',שיעור
גב' אברגיל ליאור,מסים א',א',ניהול,גילמן,1211-2244-10,279 ,1800 - 1600,חשבונאות ,ב',תרגיל
מר לוי ערן,מסים א',א',ניהול,רקנאטי,1211-2244-11,304 ,1600 - 1400,חשבונאות ,א',תרגיל
גב' מונוביץ ואנסה,מסים א',ב',ניהול,רקנאטי,1211-2244-20,404 ,1800 - 1600,חשבונאות ,ג',תרגיל
פרופ גילבאי אליהו,מסים ב',א',ניהול,רקנאטי,1211-2245-01,406 ,2000 - 1600,חשבונאות ,א',שיעור
מר ארגמן אלקיים,מסים ב',ב',ניהול,רקנאטי,1211-2245-02,104 ,1200 - 0830,חשבונאות ,א',שיעור
מר לוי עופר,מסים ב',א',ניהול,גילמן,1211-2245-10,280 ,1800 - 1600,חשבונאות ,ב',תרגיל
מר לב רן מתן,מסים ב',ב',ניהול,רקנאטי,1211-2245-20,105 ,1400 - 1200,חשבונאות ,ד',תרגיל
גב' לוי אורנה,מסים ב',ב',ניהול,גילמן,1211-2245-21,279 ,1800 - 1600,חשבונאות ,ג',תרגיל
מר חורי שחר,בעיות מדידה בחשבונאות,א',ניהול,רקנאטי,1211-2266-01,104 ,1915 - 1630,חשבונאות ,א',שיעור
גב' גרסי יעל,בעיות מדידה בחשבונאות,ב',ניהול,רקנאטי,1211-2266-02,407 ,2100 - 1800,חשבונאות ,ג',שיעור
מר סלמן גיא שלום,בעיות מדידה בחשבונאות,א',ניהול,רקנאטי,1211-2266-10,405 ,1600 - 1400,חשבונאות ,ב',תרגיל
מר פרץ דודי,בעיות מדידה בחשבונאות,א',ניהול,רקנאטי,1211-2266-11,407 ,2000 - 1800,חשבונאות ,ג',תרגיל
מר פרץ דודי,בעיות מדידה בחשבונאות,ב',ניהול,רקנאטי,1211-2266-20,105 ,1600 - 1400,חשבונאות ,ד',תרגיל
"ד""ר ורשבסקי ברוק שרון",דיני תאגידים,א',ניהול,רקנאטי,1211-2803-01,104 ,1130 - 1000,חשבונאות ,א',שיעור
גב' מירז עדי,דיני תאגידים,א',ניהול,רקנאטי,1211-2803-10,406 ,1000 - 0800,חשבונאות ,א',תרגיל
"עו""ד פלקסמן יגאל",דיני תאגידים,א',ניהול,רקנאטי,1211-2803-11,405 ,1000 - 0800,חשבונאות ,ב',תרגיל
מר פרץ משה גד,דוחות כספיים מאוחדים וסוגיות מיוחדות,א',ניהול,רקנאטי,1211-3109-01,406 ,1200 - 0800,חשבונאות ,ד',שיעור
מר פרץ משה גד,דוחות כספיים מאוחדים וסוגיות מיוחדות,ב',ניהול,רקנאטי,1211-3109-02,104 ,1200 - 0800,חשבונאות ,ד',שיעור
גב' הראל ליבר שני,דוחות כספיים מאוחדים וסוגיות מיוחדות,א',ניהול,כיתות דן דוד,1211-3109-10,302 ,1600 - 1400,חשבונאות ,ב',תרגיל
מר פרץ דודי,דוחות כספיים מאוחדים וסוגיות מיוחדות,א',ניהול,רקנאטי,1211-3109-11,407 ,1800 - 1600,חשבונאות ,ג',תרגיל
גב' הראל ליבר שני,דוחות כספיים מאוחדים וסוגיות מיוחדות,ב',ניהול,רקנאטי,1211-3109-20,404 ,1600 - 1400,חשבונאות ,ג',תרגיל
מר פרץ דודי,דוחות כספיים מאוחדים וסוגיות מיוחדות,ב',ניהול,רקנאטי,1211-3109-21,406 ,1900 - 1700,חשבונאות ,א',תרגיל
מר שרוני איתי,יסודות המימון,א',ניהול,רקנאטי,1211-3112-01,406 ,1800 - 1400,חשבונאות ,ד',שיעור
"ד""ר בן-שחר דן",יסודות המימון,ב',ניהול,רקנאטי,1211-3112-02,406 ,1400 - 1200,חשבונאות ,א',שיעור
"ד""ר בן-שחר דן",יסודות המימון,ב',ניהול,רקנאטי,1211-3112-02,406 ,1400 - 1200,חשבונאות ,ד',שיעור
"ד""ר בן-שחר דן",יסודות המימון,ב',ניהול,רקנאטי,1211-3112-03,406 ,1600 - 1400,חשבונאות ,א',שיעור
"ד""ר בן-שחר דן",יסודות המימון,ב',ניהול,רקנאטי,1211-3112-03,406 ,1600 - 1400,חשבונאות ,ד',שיעור
"עו""ד רז אלירן",יסודות המימון,א',ניהול,רקנאטי,1211-3112-10,103 ,1900 - 1700,חשבונאות ,ה',תרגיל
מר צוקר אסף,יסודות המימון,ב',ניהול,רקנאטי,1211-3112-20,406 ,2000 - 1800,חשבונאות ,ד',תרגיל
"רו""ח שריר עידן",יסודות המימון,ב',ניהול,גילמן,1211-3112-30,280 ,1830 - 1700,חשבונאות ,ג',תרגיל
"ד""ר אהרונסון ברק",סמינר בחשבונאות ניהולית וממשל תאגידי,א',ניהול,רקנאטי,1211-3115-01,252 ,1000 - 0800,חשבונאות ,ד',סמינר
"ד""ר אהרונסון ברק",סמינר בחשבונאות ניהולית וממשל תאגידי,א',ניהול,רקנאטי,1211-3115-02,252 ,1200 - 1000,חשבונאות ,ד',סמינר
"ד""ר אהרונסון ברק",סמינר בחשבונאות ניהולית וממשל תאגידי,ב',ניהול,רקנאטי,1211-3115-03,105 ,1200 - 1000,חשבונאות ,ד',סמינר
פרופ וייס דן,סמינר בחשבונאות ניהולית וממשל תאגידי,ב',ניהול,רקנאטי,1211-3115-04,103 ,1200 - 1000,חשבונאות ,ד',סמינר
פרופ וייס דן,סמינר בחשבונאות ניהולית וממשל תאגידי,ב',ניהול,רקנאטי,1211-3115-05,103 ,1400 - 1200,חשבונאות ,ד',סמינר
"ד""ר גולדשטיין ענת",יסודות מערכות מידע לחשבונאים,א',ניהול,רקנאטי,1211-3116-01,104 ,1400 - 1200,חשבונאות ,ד',שיעור
"ד""ר גולדשטיין ענת",יסודות מערכות מידע לחשבונאים,ב',ניהול,רקנאטי,1211-3116-02,405 ,1600 - 1400,חשבונאות ,ג',שיעור
גב' אונגר רגינה,ביקורת דוחות כספיים,א',ניהול,רקנאטי,1211-3311-01,405 ,2000 - 1600,חשבונאות ,ב',שיעור
מר סיון רוני,ביקורת דוחות כספיים,ב',ניהול,כיתות דן דוד,1211-3311-02,302 ,1800 - 1400,חשבונאות ,ג',שיעור
מר גרינברג גל,"מסוי מקרקעין ומע""מ",א',ניהול,כיתות דן דוד,1211-3346-01,002 ,1900 - 1600,חשבונאות ,א',שיעור
מר אהרונוביץ שי,"מסוי מקרקעין ומע""מ",ב',ניהול,כיתות דן דוד,1211-3346-02,002 ,1900 - 1600,חשבונאות ,ה',שיעור
"עו""ד גנוד יחיאל (רוני) אהרון","מסוי מקרקעין ומע""מ",א',ניהול,רקנאטי,1211-3346-10,405 ,1800 - 1600,חשבונאות ,ד',תרגיל
מר ג'ורנו גיא,"מסוי מקרקעין ומע""מ",ב',ניהול,כיתות דן דוד,1211-3346-20,002 ,1800 - 1600,חשבונאות ,א',תרגיל
מר דנוס אבי,בעיות מתקדמות בחשבונאות א',א',ניהול,רקנאטי,1211-3807-01,405 ,1600 - 1400,חשבונאות ,א',שיעור
מר גולדברג דוד,בעיות מתקדמות בחשבונאות א',ב',ניהול,רקנאטי,1211-3807-02,303 ,1400 - 1200,חשבונאות ,ג',שיעור
מר ברנשטיין בן,בעיות מתקדמות בחשבונאות א',א',ניהול,רקנאטי,1211-3807-10,406 ,1200 - 1000,חשבונאות ,ב',תרגיל
מר קן דולב,בעיות מתקדמות בחשבונאות א',א',ניהול,כיתות דן דוד,1211-3807-11,303 ,2000 - 1800,חשבונאות ,ד',תרגיל
מר קן דולב,בעיות מתקדמות בחשבונאות א',ב',ניהול,רקנאטי,1211-3807-20,105 ,1800 - 1600,חשבונאות ,ד',תרגיל
מר גולדברג דוד,בעיות מתקדמות בחשבונאות ב',א',ניהול,רקנאטי,1211-3808-01,252 ,1400 - 1200,חשבונאות ,ד',שיעור
גב' ניב בורשן גלית,בעיות מתקדמות בחשבונאות ב',ב',ניהול,רקנאטי,1211-3808-02,406 ,1200 - 1000,חשבונאות ,ג',שיעור
מר ויטאן דני,בעיות מתקדמות בחשבונאות ב',ב',ניהול,רקנאטי,1211-3808-03,405 ,1600 - 1400,חשבונאות ,ה',שיעור
